-2.000000, 4.000000
-1.875000, 3.515625
-1.750000, 3.062500
-1.625000, 2.640625
-1.500000, 2.250000
-1.375000, 1.890625
-1.250000, 1.562500
-1.125000, 1.265625
-1.000000, 1.000000
-0.875000, 0.765625
-0.750000, 0.562500
-0.625000, 0.390625
-0.500000, 0.250000
-0.375000, 0.140625
-0.250000, 0.062500
-0.125000, 0.015625
0.000000, 0.000000
0.125000, 0.015625
0.250000, 0.062500
0.375000, 0.140625
0.500000, 0.250000
0.625000, 0.390625
0.750000, 0.562500
0.875000, 0.765625
1.000000, 1.000000
1.125000, 1.265625
1.250000, 1.562500
1.375000, 1.890625
1.500000, 2.250000
1.625000, 2.640625
1.750000, 3.062500
1.875000, 3.515625
2.000000, 4.000000
2.125000, 4.515625
2.250000, 5.062500
2.375000, 5.640625
2.500000, 6.250000
2.625000, 6.890625
2.750000, 7.562500
2.875000, 8.265625
3.000000, 9.000000
3.125000, 9.765625
3.250000, 10.562500
3.375000, 11.390625
3.500000, 12.250000
3.625000, 13.140625
3.750000, 14.062500
3.875000, 15.015625
4.000000, 16.000000
4.125000, 17.015625
4.250000, 18.062500
4.375000, 19.140625
4.500000, 20.250000
4.625000, 21.390625
4.750000, 22.562500
4.875000, 23.765625
5.000000, 25.000000
