3.000000,4.000000
3.150000,4.150000
3.300000,4.300000
3.450000,4.450000
3.600000,4.600000
3.750000,4.750000
3.900000,4.900000
4.050000,5.050000
4.200000,5.200000
4.350000,5.350000
4.500000,5.500000
4.650000,5.650000
4.800000,5.800000
4.950000,5.950000
5.100000,6.100000
5.250000,6.250000
5.400000,6.400000
5.550000,6.550000
5.700000,6.700000
5.850000,6.850000
6.000000,7.000000
6.000000,7.000000
6.150000,7.150000
6.300000,7.300000
6.450000,7.450000
6.600000,7.600000
6.750000,7.750000
6.900000,7.900000
7.050000,8.050000
7.200000,8.200000
7.350000,8.350000
7.500000,8.500000
7.650000,8.650000
7.800000,8.800000
7.950000,8.950000
8.100000,9.100000
8.250000,9.250000
8.400000,9.400000
8.550000,9.550000
8.700000,9.700000
8.850000,9.850000
9.000000,10.000000
The value of k is 2.000000
